ID,Num_of_Vehicle,Num_Of_Pedestrians,Num_of_Minimal_Injuries,Num_of_Minor_Injuries,Num_of_Major_Injuries,Num_of_Fatal_Injuries,City,Address,Location type,Neighborhood,Suburb,Lat,Long,Place_name,Population,Population_density_persqm,Day,Time,Hour,Minute,AMPM,Notation12,Calendar_Date,Month,Year,Quarter,is_Business_Day,Visibility,Light,Road_surface,Traffic_Control,is_day,temperature,sunset,sunrise,precipitation
2011,1,1,0,0,1,0,Toronto,FINCH AVE W@SILVERSTONE DR,Intersection,West Humber-Clairville,Etobicoke, 43.735945,-79.594913,Etobicoke,365143,2946,Saturday,17:16,17,16,PM,5:16,2020-02-29,February,2020,1st,No,clear,daylight,dry,traffic signal,1,-5.0,2020-02-29T18:06,2020-02-29T06:55,0.0
2012,0,0,0,0,1,0,Toronto,WILSON AVE@PETHERHILL  AVE,Intersection,Oakdale-Beverley Heights,Toronto, 43.724547,-79.491039,Toronto,237698,14000,Sunday,21:00,21,0,PM,9:00,2020-03-01,March,2020,1st,No,clear,"dark, artificial",dry,no control,0,-0.5,2020-03-01T18:06,2020-03-01T06:53,0.0
2013,1,1,0,0,1,0,Toronto,GERRARD ST E@BLANTYRE AVE,Intersection,Birchcliffe-Cliffside,Scarborough, 43.68738,-79.283931,Scarborough,629941,3356,Monday,14:10,14,10,PM,2:10,2020-03-02,March,2020,1st,Yes,rain,daylight,wet,pedestrian crossover,1,4.7,2020-03-02T18:07,2020-03-02T06:50,0.6
2014,1,1,0,0,1,0,Toronto,KEELE ST@ST REGIS CRES,Intersection,York University Heights,Toronto, 43.754439,-79.488719,Toronto,237698,14000,Monday,18:15,18,15,PM,6:15,2020-03-02,March,2020,1st,Yes,clear,dark,wet,traffic signal,1,5.4,2020-03-02T18:08,2020-03-02T06:51,0.0
2015,1,1,0,0,1,0,Toronto,GERRARD ST E@NORWOOD RD,Intersection,East End-Danforth,Toronto, 43.683299,-79.302806,Toronto,237698,14000,Tuesday,15:20,15,20,PM,3:20,2020-03-03,March,2020,1st,Yes,rain,daylight,wet,pedestrian crossover,1,3.2,2020-03-03T18:08,2020-03-03T06:49,0.8
2016,1,1,0,0,1,0,Toronto,BLOOR ST W@BRENTWOOD RD S,Intersection,Stonegate-Queensway,Etobicoke, 43.646804,-79.513545,Etobicoke,365143,2946,Tuesday,15:32,15,32,PM,3:32,2020-03-03,March,2020,1st,Yes,rain,daylight,wet,stop sign,1,4.2,2020-03-03T18:09,2020-03-03T06:49,1.2
2017,1,0,0,0,1,0,Toronto,SCARLETT RD@EDENBRIDGE DR,Intersection,Edenbridge-Humber Valley,Etobicoke, 43.680697,-79.508807,Etobicoke,365143,2946,Tuesday,17:26,17,26,PM,5:26,2020-03-03,March,2020,1st,Yes,clear,dark,wet,traffic signal,1,3.5,2020-03-03T18:09,2020-03-03T06:49,2.1
2018,0,1,0,0,1,0,Toronto,GERRARD ST E@MAIN ST,Intersection,East End-Danforth,Toronto, 43.683879,-79.300121,Toronto,237698,14000,Friday,13:52,13,52,PM,1:52,2020-03-06,March,2020,1st,Yes,clear,daylight,dry,traffic signal,1,2.5,2020-03-06T18:12,2020-03-06T06:43,0.4
2019,0,0,0,1,1,0,Toronto,HUMBER BLVD@LOUVAIN ST,Intersection,Rockcliffe-Smythe,York, 43.68056,-79.482097,York,145662,6201,Saturday,19:40,19,40,PM,7:40,2020-03-07,March,2020,1st,No,clear,"dark, artificial",dry,no control,0,-2.1,2020-03-07T18:14,2020-03-07T06:42,0.0
2020,0,0,0,0,0,1,Toronto,NORTH BONNINGTON AVE@ZENITH DR,Mid-Block,Clairlea-Birchmount,Scarborough, 43.712298,-79.264369,Scarborough,629941,3356,Sunday,14:00,14,0,PM,2:00,2020-03-08,March,2020,1st,No,clear,daylight,wet,no control,1,7.3,2020-03-08T18:14,2020-03-08T06:40,0.0
2021,1,1,0,0,1,0,Toronto,ST CLAIR AVE W@CHRISTIE ST,Intersection,Wychwood,Toronto, 43.681639,-79.425678,Toronto,237698,14000,Tuesday,6:32,6,32,AM,6:32,2020-03-10,March,2020,1st,Yes,rain,"dark, artificial",wet,traffic signal,0,7.9,2020-03-10T18:18,2020-03-10T06:37,0.2
2022,1,1,0,0,1,0,Toronto,FRONT ST E@PARLIAMENT ST,Intersection,St Lawrence-East Bayfront-The Islands,Toronto, 43.651496,-79.362697,Toronto,237698,14000,Tuesday,6:44,6,44,AM,6:44,2020-03-10,March,2020,1st,Yes,rain,dark,wet,traffic signal,0,9.0,2020-03-10T18:17,2020-03-10T06:37,0.1
2023,2,2,1,0,1,0,Toronto,QUEEN ST E@BROADVIEW AVE,Intersection,South Riverdale,Toronto, 43.658805,-79.349811,Toronto,237698,14000,Friday,0:27,0,27,AM,12:27,2020-03-13,March,2020,1st,Yes,clear,"dark, artificial",dry,traffic signal,0,4.4,2020-03-13T18:21,2020-03-13T06:31,0.1
2024,1,0,0,0,1,0,Toronto,BRIMLEY RD@KINGSTON RD,Intersection,Cliffcrest,Scarborough, 43.718154,-79.240329,Scarborough,629941,3356,Sunday,15:23,15,23,PM,3:23,2020-03-15,March,2020,1st,No,clear,daylight,dry,traffic signal,1,0.5,2020-03-15T18:23,2020-03-15T06:27,0.0
2025,1,1,0,0,1,0,Toronto,KINGSTON RD@BEECHGROVE DR,Intersection,West Hill,Scarborough, 43.776423,-79.173526,Scarborough,629941,3356,Wednesday,21:05,21,5,PM,9:05,2020-03-18,March,2020,1st,Yes,rain,dark,wet,traffic signal,0,2.9,2020-03-18T18:26,2020-03-18T06:22,0.2
2026,3,0,0,2,1,0,Toronto,MCCOWAN RD@MILNER AVE,Intersection,Agincourt South-Malvern West,Scarborough, 43.785308,-79.256435,Scarborough,629941,3356,Thursday,12:20,12,20,PM,12:20,2020-03-19,March,2020,1st,Yes,clear,daylight,dry,traffic signal,1,6.5,2020-03-19T18:28,2020-03-19T06:20,0.0
2027,1,1,0,0,1,0,Toronto,YONGE ST@CUMMER AVE,Intersection,Newtonbrook East,Toronto, 43.786997,-79.417308,Toronto,237698,14000,Thursday,21:10,21,10,PM,9:10,2020-03-19,March,2020,1st,Yes,rain,"dark, artificial",wet,traffic signal,0,4.3,2020-03-19T18:29,2020-03-19T06:21,0.5
2028,2,0,1,0,1,0,Toronto,BROADVIEW AVE@MONTCREST BLVD,Intersection,North Riverdale,Toronto, 43.673163,-79.356059,Toronto,237698,14000,Thursday,21:16,21,16,PM,9:16,2020-03-19,March,2020,1st,Yes,rain,"dark, artificial",wet,stop sign,0,4.6,2020-03-19T18:28,2020-03-19T06:21,0.5
2029,1,1,0,0,1,0,Toronto,O CONNOR  DR@SUNRISE AVE,Intersection,Victoria Village,Toronto, 43.718833,-79.304431,Toronto,237698,14000,Wednesday,5:24,5,24,AM,5:24,2020-03-25,March,2020,1st,Yes,clear,daylight,dry,traffic signal,0,1.8,2020-03-25T18:36,2020-03-25T06:09,0.0
2030,1,1,0,0,1,0,Toronto,KELVIN GROVE AVE@STEELES AVE E,Intersection,Steeles,Scarborough, 43.822402,-79.312221,Scarborough,629941,3356,Wednesday,20:32,20,32,PM,8:32,2020-03-25,March,2020,1st,Yes,clear,"dark, artificial",dry,traffic signal,0,2.0,2020-03-25T18:36,2020-03-25T06:09,0.0
2031,1,0,0,0,1,0,Toronto,LASCELLES BLVD@FROBISHER AVE,Intersection,Yonge-Eglinton,Toronto, 43.696471,-79.400111,Toronto,237698,14000,Thursday,18:45,18,45,PM,6:45,2020-03-26,March,2020,1st,Yes,clear,"dark, artificial",dry,stop sign,1,6.5,2020-03-26T18:37,2020-03-26T06:08,0.0
2032,1,0,0,0,1,0,Toronto,MARINE PARADE DR@SHORE BREEZE  DR,Mid-Block,Humber Bay Shores,Etobicoke, 43.623797,-79.477939,Etobicoke,365143,2946,Sunday,15:35,15,35,PM,3:35,2020-03-29,March,2020,1st,No,clear,daylight,dry,no control,1,19.6,2020-03-29T18:41,2020-03-29T06:03,0.0
2033,1,1,0,0,1,0,Toronto,KEELE ST@LAWRENCE AVE W,Intersection,Brookhaven-Amesbury,Toronto, 43.708586,-79.478023,Toronto,237698,14000,Monday,9:45,9,45,AM,9:45,2020-03-30,March,2020,1st,Yes,rain,daylight,wet,traffic signal,1,6.8,2020-03-30T18:42,2020-03-30T06:01,0.1
2034,4,0,0,2,1,1,Toronto,STEELES AVE W@ISLINGTON AVE,Mid-Block,Mount Olive-Silverstone-Jamestown,Etobicoke, 43.762202,-79.579898,Etobicoke,365143,2946,Friday,23:10,23,10,PM,11:10,2020-04-03,April,2020,2nd,Yes,clear,"dark, artificial",wet,no control,0,6.0,2020-04-03T18:47,2020-04-03T05:54,0.0
2035,1,0,0,0,1,0,Toronto,HINTON RD@HAREFIELD DR,Intersection,Rexdale-Kipling,Etobicoke, 43.726561,-79.569522,Etobicoke,365143,2946,Saturday,7:15,7,15,AM,7:15,2020-04-04,April,2020,2nd,No,clear,daylight,dry,no control,1,4.7,2020-04-04T18:49,2020-04-04T05:53,0.0
2036,3,0,1,0,2,0,Toronto,KEELE ST@SHEPPARD AVE W,Intersection,Downsview,Toronto, 43.744704,-79.486408,Toronto,237698,14000,Saturday,9:17,9,17,AM,9:17,2020-04-04,April,2020,2nd,No,clear,daylight,dry,traffic signal,1,8.1,2020-04-04T18:48,2020-04-04T05:52,0.0
2037,1,0,0,0,1,0,Toronto,YONGE ST@BELSIZE DR,Intersection,South Eglinton-Davisville,Toronto, 43.700225,-79.396999,Toronto,237698,14000,Thursday,13:23,13,23,PM,1:23,2020-04-23,April,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,4.4,2020-04-23T19:11,2020-04-23T05:20,0.0
2038,1,0,0,0,1,0,Toronto,347 MORNINGSIDE AVE@,Mid-Block,West Hill,Scarborough, 43.775935,-79.18922,Scarborough,629941,3356,Friday,13:45,13,45,PM,1:45,2020-04-24,April,2020,2nd,Yes,clear,daylight,dry,no control,1,8.4,2020-04-24T19:11,2020-04-24T05:18,0.0
2039,1,1,0,0,1,0,Toronto,KEELE ST@WILSON AVE,Intersection,Downsview,Toronto, 43.726569,-79.482028,Toronto,237698,14000,Thursday,10:30,10,30,AM,10:30,2020-04-23,April,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,3.8,2020-04-23T19:11,2020-04-23T05:20,0.0
2040,1,1,0,0,1,0,Toronto,KENNEDY RD@ELLESMERE RD,Intersection,Dorset Park,Scarborough, 43.765731,-79.28104,Scarborough,629941,3356,Wednesday,8:58,8,58,AM,8:58,2020-04-29,April,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,7.3,2020-04-29T19:17,2020-04-29T05:11,0.0
2041,1,1,0,0,1,0,Toronto,PEMBROKE ST@DUNDAS ST E,Intersection,Moss Park,Toronto, 43.658099,-79.372348,Toronto,237698,14000,Friday,14:52,14,52,PM,2:52,2020-05-01,May,2020,2nd,Yes,clear,daylight,dry,stop sign,1,15.9,2020-05-01T19:20,2020-05-01T05:08,0.0
2042,1,1,0,0,1,0,Toronto,CRAWFORD ST@DUNDAS ST W,Mid-Block,Trinity-Bellwoods,Toronto, 43.649356,-79.416789,Toronto,237698,14000,Saturday,4:59,4,59,AM,4:59,2020-05-02,May,2020,2nd,No,clear,"dark, artificial",dry,no control,0,6.3,2020-05-02T19:21,2020-05-02T05:07,0.0
2043,1,0,0,0,1,0,Toronto,12 QUEENS QUAY W@,Mid-Block,St Lawrence-East Bayfront-The Islands,Toronto, 43.641387,-79.375934,Toronto,237698,14000,Saturday,15:38,15,38,PM,3:38,2020-05-02,May,2020,2nd,No,rain,daylight,wet,stop sign,1,13.3,2020-05-02T19:21,2020-05-02T05:07,0.9
2044,3,0,1,1,1,0,Toronto,DUNDAS ST W@BLOOR ST W,Intersection,Roncesvalles,Toronto, 43.65631,-79.452441,Toronto,237698,14000,Saturday,16:32,16,32,PM,4:32,2020-05-02,May,2020,2nd,No,clear,daylight,dry,traffic signal,1,13.0,2020-05-02T19:21,2020-05-02T05:07,0.3
2045,1,0,0,0,1,0,Toronto,BRENTCLIFFE RD@EGLINTON AVE E,Mid-Block,Thorncliffe Park,Toronto, 43.715083,-79.357372,Toronto,237698,14000,Saturday,21:53,21,53,PM,9:53,2020-05-02,May,2020,2nd,No,clear,"dark, artificial",dry,no control,0,9.0,2020-05-02T19:21,2020-05-02T05:07,0.5
2046,3,0,1,1,1,0,Toronto,THE QUEENSWAY@STEPHEN DR,Intersection,Stonegate-Queensway,Etobicoke, 43.630309,-79.484218,Etobicoke,365143,2946,Monday,18:47,18,47,PM,6:47,2020-05-04,May,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,7.6,2020-05-04T19:24,2020-05-04T05:05,0.0
2047,1,1,0,0,1,0,Toronto,SPADINA AVE@BLUE JAYS WAY,Intersection,Harbourfront-CityPlace,Toronto, 43.641268,-79.393306,Toronto,237698,14000,Wednesday,16:27,16,27,PM,4:27,2020-05-06,May,2020,2nd,Yes,clear,daylight,dry,no control,1,10.9,2020-05-06T19:26,2020-05-06T05:02,0.0
2048,1,1,0,0,1,0,Toronto,SCARBOROUGH GOLF CLUB RD@KINGSTON RD,Intersection,Guildwood,Scarborough, 43.745928,-79.209316,Scarborough,629941,3356,Saturday,7:00,7,0,AM,7:00,2020-05-09,May,2020,2nd,No,clear,daylight,dry,traffic signal,1,-0.2,2020-05-09T19:29,2020-05-09T04:57,0.0
2049,0,0,0,0,0,1,Toronto,TAPSCOTT RD@MELFORD DR,Intersection,Malvern West,Scarborough, 43.807952,-79.234142,Scarborough,629941,3356,Tuesday,21:09,21,9,PM,9:09,2020-05-12,May,2020,2nd,Yes,clear,"dark, artificial",dry,no control,0,1.2,2020-05-12T19:32,2020-05-12T04:53,0.0
2050,3,3,0,2,0,1,Toronto,LAWRENCE AVE E@FERN MEADOW RD,Mid-Block,West Hill,Scarborough, 43.771643,-79.171214,Scarborough,629941,3356,Wednesday,9:45,9,45,AM,9:45,2020-05-13,May,2020,2nd,Yes,clear,daylight,dry,no control,1,7.8,2020-05-13T19:33,2020-05-13T04:52,0.0
2051,0,3,0,2,1,0,Toronto,EGLINTON AVE E@CEDAR DR,Intersection,Scarborough Village,Scarborough, 43.743876,-79.215534,Scarborough,629941,3356,Thursday,11:49,11,49,AM,11:49,2020-05-14,May,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,8.0,2020-05-14T19:34,2020-05-14T04:51,0.0
2052,0,0,0,0,1,0,Toronto,RATHBURN RD@CENTENNIAL PARK RD,Intersection,Eringate-Centennial-West Deane,Etobicoke, 43.650893,-79.58118,Etobicoke,365143,2946,Saturday,17:52,17,52,PM,5:52,2020-05-16,May,2020,2nd,No,clear,daylight,dry,no control,1,14.5,2020-05-16T19:38,2020-05-16T04:51,0.0
2053,1,0,0,0,1,0,Toronto,QUEEN ST E@CARLAW AVE,Intersection,South Riverdale,Toronto, 43.660987,-79.340053,Toronto,237698,14000,Tuesday,9:20,9,20,AM,9:20,2020-05-19,May,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,10.1,2020-05-19T19:40,2020-05-19T04:47,0.0
2054,2,0,1,0,0,1,Toronto,LAWRENCE AVE E@KENNEDY RD,Intersection,Dorset Park,Scarborough, 43.749427,-79.274898,Scarborough,629941,3356,Tuesday,10:40,10,40,AM,10:40,2020-05-19,May,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,11.6,2020-05-19T19:40,2020-05-19T04:47,0.0
2055,0,0,0,0,0,1,Toronto,BURNHAMTHORPE RD@MILL RD,Mid-Block,Markland Wood,Etobicoke, 43.639434,-79.583965,Etobicoke,365143,2946,Tuesday,19:52,19,52,PM,7:52,2020-05-19,May,2020,2nd,Yes,clear,daylight,dry,no control,1,12.3,2020-05-19T19:41,2020-05-19T04:48,0.0
2056,1,1,0,0,1,0,Toronto,20 EDWARD  ST@,Mid-Block,Yonge-Bay Corridor,Toronto, 43.656768,-79.382121,Toronto,237698,14000,Monday,9:15,9,15,AM,9:15,2020-05-25,May,2020,2nd,Yes,clear,daylight,dry,no control,1,21.9,2020-05-25T19:46,2020-05-25T04:42,0.0
2057,1,1,0,0,1,0,Toronto,STEELES AVE W@BARMAC DR,Intersection,Humber Summit,Toronto, 43.768496,-79.554942,Toronto,237698,14000,Tuesday,19:40,19,40,PM,7:40,2020-05-26,May,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,24.9,2020-05-26T19:48,2020-05-26T04:42,0.0
2058,2,2,0,1,1,0,Toronto,DAVISVILLE AVE@YONGE ST,Mid-Block,South Eglinton-Davisville,Toronto, 43.69871,-79.39429,Toronto,237698,14000,Thursday,17:39,17,39,PM,5:39,2020-05-28,May,2020,2nd,Yes,rain,daylight,wet,pedestrian crossover,1,19.0,2020-05-28T19:49,2020-05-28T04:40,0.8
2059,1,0,0,0,1,0,Toronto,LAWRENCE AVE E@MARKHAM RD,Mid-Block,Golfdale-Cedarbrae-Woburn,Scarborough, 43.759413,-79.226726,Scarborough,629941,3356,Friday,0:44,0,44,AM,12:44,2020-05-29,May,2020,2nd,Yes,clear,"dark, artificial",dry,no control,0,15.8,2020-05-29T19:49,2020-05-29T04:39,0.0
2060,1,0,0,0,1,0,Toronto,ERINGATE DR@RANGOON RD,Intersection,Eringate-Centennial-West Deane,Etobicoke, 43.662154,-79.57648,Etobicoke,365143,2946,Friday,20:07,20,7,PM,8:07,2020-05-29,May,2020,2nd,Yes,clear,daylight,dry,no control,0,15.7,2020-05-29T19:50,2020-05-29T04:40,0.0
2061,1,0,0,0,0,1,Toronto,BATHURST ST@GLENGROVE AVE,Intersection,Bedford Park-Nortown,Toronto, 43.714133,-79.428554,Toronto,237698,14000,Monday,18:20,18,20,PM,6:20,2020-06-01,June,2020,2nd,Yes,clear,daylight,dry,stop sign,1,21.0,2020-06-01T19:52,2020-06-01T04:38,0.0
2062,1,0,0,0,1,0,Toronto,2525 WARDEN AVE@,Mid-Block,L'Amoreaux West,Scarborough, 43.791255,-79.313541,Scarborough,629941,3356,Monday,18:57,18,57,PM,6:57,2020-06-01,June,2020,2nd,Yes,clear,daylight,dry,no control,1,21.1,2020-06-01T19:52,2020-06-01T04:37,0.0
2063,1,0,0,0,1,0,Toronto,LAKE SHORE BLVD W@LOWER SIMCOE ST,Intersection,Harbourfront-CityPlace,Toronto, 43.640269,-79.383151,Toronto,237698,14000,Tuesday,15:55,15,55,PM,3:55,2020-06-02,June,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,22.4,2020-06-02T19:53,2020-06-02T04:38,0.0
2064,1,0,0,0,1,0,Toronto,777 BLOOR ST W@,Mid-Block,Palmerston-Little Italy,Toronto, 43.663226,-79.419696,Toronto,237698,14000,Tuesday,18:56,18,56,PM,6:56,2020-06-02,June,2020,2nd,Yes,clear,daylight,dry,no control,1,18.8,2020-06-02T19:53,2020-06-02T04:38,0.0
2065,2,2,0,1,0,1,Toronto,KEELE ST@CALVINGTON DR,Intersection,Downsview,Toronto, 43.733508,-79.483684,Toronto,237698,14000,Sunday,0:15,0,15,AM,12:15,2020-06-07,June,2020,2nd,No,clear,"dark, artificial",dry,traffic signal,0,12.9,2020-06-07T19:57,2020-06-07T04:36,0.0
2066,2,0,1,0,1,0,Toronto,LAWRENCE AVE W@RENFIELD ST,Intersection,Brookhaven-Amesbury,Toronto, 43.703829,-79.498767,Toronto,237698,14000,Monday,8:30,8,30,AM,8:30,2020-06-08,June,2020,2nd,Yes,clear,daylight,dry,stop sign,1,16.8,2020-06-08T19:58,2020-06-08T04:36,0.0
2067,1,0,0,0,1,0,Toronto,555 WILSON HEIGHTS BLVD@,Mid-Block,Clanton Park,Toronto, 43.751074,-79.456256,Toronto,237698,14000,Monday,16:56,16,56,PM,4:56,2020-06-08,June,2020,2nd,Yes,clear,daylight,dry,no control,1,22.1,2020-06-08T19:58,2020-06-08T04:36,0.0
2068,1,0,0,0,1,0,Toronto,DUFFERIN ST@BLOOR ST W,Intersection,Dufferin Grove,Toronto, 43.659812,-79.435321,Toronto,237698,14000,Tuesday,21:48,21,48,PM,9:48,2020-06-09,June,2020,2nd,Yes,clear,"dark, artificial",dry,no control,0,22.0,2020-06-09T19:58,2020-06-09T04:36,0.0
2069,3,0,2,0,1,0,Toronto,DANFORTH AV@BARRINGTON AV,Mid-Block,East End-Danforth,Toronto, 43.688254,-79.301006,Toronto,237698,14000,Tuesday,22:01,22,1,PM,10:01,2020-06-09,June,2020,2nd,Yes,clear,dark,dry,no control,0,16.4,2020-06-09T19:57,2020-06-09T04:35,0.0
2070,2,0,0,1,0,1,Toronto,BRIMLEY RD@COMRIE TER,Intersection,Cliffcrest,Scarborough, 43.726,-79.243617,Scarborough,629941,3356,Tuesday,22:11,22,11,PM,10:11,2020-06-09,June,2020,2nd,Yes,clear,"dark, artificial",dry,no control,0,16.8,2020-06-09T19:57,2020-06-09T04:35,0.0
2071,1,0,0,0,1,0,Toronto,LAWRENCE AVE W@VARNA DR,Intersection,Englemount-Lawrence,Toronto, 43.717429,-79.43764,Toronto,237698,14000,Wednesday,21:15,21,15,PM,9:15,2020-06-10,June,2020,2nd,Yes,rain,"dark, artificial",wet,traffic signal,0,22.4,2020-06-10T19:59,2020-06-10T04:35,0.0
2072,2,0,0,0,2,0,Toronto,F G GARDINER XY  E@GARDINER JAMESON AV RAMP,Mid-Block,South Parkdale,Toronto, 43.63383,-79.437084,Toronto,237698,14000,Thursday,2:19,2,19,AM,2:19,2020-06-11,June,2020,2nd,Yes,rain,"dark, artificial",wet,no control,0,20.8,2020-06-11T19:59,2020-06-11T04:35,0.0
2073,1,0,0,0,1,0,Toronto,SHERBOURNE ST@QUEEN ST E,Intersection,Moss Park,Toronto, 43.654452,-79.369418,Toronto,237698,14000,Saturday,10:40,10,40,AM,10:40,2020-06-13,June,2020,2nd,No,clear,daylight,dry,traffic signal,1,15.7,2020-06-13T20:00,2020-06-13T04:35,0.0
2074,1,0,0,0,1,0,Toronto,DUNDAS ST W@ROYAL YORK RD,Mid-Block,Kingsway South,Etobicoke, 43.658034,-79.51675,Etobicoke,365143,2946,Tuesday,21:07,21,7,PM,9:07,2020-06-16,June,2020,2nd,Yes,clear,dark,dry,no control,0,16.9,2020-06-16T20:01,2020-06-16T04:36,0.0
2075,1,1,0,0,1,0,Toronto,WOODBINE AVE@CORLEY AVE,Intersection,East End-Danforth,Toronto, 43.67639,-79.308925,Toronto,237698,14000,Thursday,9:58,9,58,AM,9:58,2020-06-18,June,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,19.5,2020-06-18T20:01,2020-06-18T04:35,0.0
2076,1,0,0,0,1,0,Toronto,LAWRENCE AVE W@DUPLEX AVE,Intersection,Lawrence Park South,Toronto, 43.724314,-79.405566,Toronto,237698,14000,Tuesday,6:11,6,11,AM,6:11,2020-06-23,June,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,19.7,2020-06-23T20:03,2020-06-23T04:36,0.3
2077,2,0,0,1,1,0,Toronto,COLLEGE ST@DUFFERIN ST,Intersection,Little Portugal,Toronto, 43.652495,-79.432521,Toronto,237698,14000,Tuesday,7:52,7,52,AM,7:52,2020-06-23,June,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,21.8,2020-06-23T20:03,2020-06-23T04:36,0.0
2078,0,1,0,0,1,0,Toronto,ST CLAIR AVE W@OLD WESTON RD,Intersection,Weston-Pelham Park,Toronto, 43.673464,-79.463008,Toronto,237698,14000,Wednesday,11:30,11,30,AM,11:30,2020-06-24,June,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,20.3,2020-06-24T20:03,2020-06-24T04:37,0.0
2079,1,1,0,0,1,0,Toronto,KEELE ST@WEST TORONTO ST,Intersection,Junction Area,Toronto, 43.669963,-79.466464,Toronto,237698,14000,Wednesday,13:57,13,57,PM,1:57,2020-06-24,June,2020,2nd,Yes,clear,daylight,dry,traffic signal,1,21.4,2020-06-24T20:03,2020-06-24T04:37,0.0
2080,1,1,0,0,1,0,Toronto,DANFORTH AVE@GREENWOOD AVE,Mid-Block,Blake-Jones,Toronto, 43.681163,-79.333301,Toronto,237698,14000,Friday,22:13,22,13,PM,10:13,2020-06-26,June,2020,2nd,Yes,clear,dark,dry,no control,0,20.7,2020-06-26T20:03,2020-06-26T04:37,0.0
2081,1,0,0,0,1,0,Toronto,DANFORTH RD@TRUDELLE ST,Intersection,Eglinton East,Scarborough, 43.739848,-79.245494,Scarborough,629941,3356,Saturday,15:02,15,2,PM,3:02,2020-06-27,June,2020,2nd,No,clear,daylight,dry,traffic signal,1,28.7,2020-06-27T20:02,2020-06-27T04:37,0.0
2082,1,0,0,0,1,0,Toronto,EGLINTON AVE W@SCARLETT RD,Intersection,Edenbridge-Humber Valley,Etobicoke, 43.68389,-79.511417,Etobicoke,365143,2946,Saturday,16:43,16,43,PM,4:43,2020-06-27,June,2020,2nd,No,clear,daylight,dry,traffic signal,1,29.0,2020-06-27T20:03,2020-06-27T04:38,0.0
2083,1,0,0,0,1,0,Toronto,DREWRY AVE@GRANTBROOK ST,Intersection,Newtonbrook West,Toronto, 43.783492,-79.433727,Toronto,237698,14000,Saturday,22:56,22,56,PM,10:56,2020-06-27,June,2020,2nd,No,rain,dark,wet,no control,0,21.4,2020-06-27T20:03,2020-06-27T04:37,0.0
2084,5,0,3,1,1,0,Toronto,PHARMACY AVE@HUNTINGWOOD DR,Intersection,Tam O'Shanter-Sullivan,Scarborough, 43.781603,-79.320125,Scarborough,629941,3356,Thursday,12:55,12,55,PM,12:55,2020-07-02,July,2020,3rd,Yes,clear,daylight,dry,traffic signal,1,31.5,2020-07-02T20:02,2020-07-02T04:40,0.0
2085,1,0,0,0,1,0,Toronto,BROADVIEW AVE@HILLSIDE DR,Intersection,Broadview North,Toronto, 43.685908,-79.356258,Toronto,237698,14000,Friday,17:03,17,3,PM,5:03,2020-07-03,July,2020,3rd,Yes,clear,daylight,dry,traffic signal,1,30.1,2020-07-03T20:02,2020-07-03T04:41,0.3
2086,2,0,1,0,1,0,Toronto,ORMONT DR@WESTON RD,Intersection,Humber Summit,Toronto, 43.764804,-79.545314,Toronto,237698,14000,Friday,19:20,19,20,PM,7:20,2020-07-03,July,2020,3rd,Yes,clear,daylight,dry,traffic signal,1,27.8,2020-07-03T20:03,2020-07-03T04:41,0.0
2087,1,1,0,0,1,0,Toronto,SERGIO MARCHI  ST@TORBARRIE RD,Intersection,Oakdale-Beverley Heights,Toronto, 43.73004,-79.524013,Toronto,237698,14000,Tuesday,20:30,20,30,PM,8:30,2020-07-07,July,2020,3rd,Yes,clear,"dusk, artificial",dry,no control,1,28.0,2020-07-07T20:01,2020-07-07T04:44,0.0
2088,1,1,0,0,1,0,Toronto,ENDSLEIGH CRES@MARGARET  AVE,Intersection,Pleasant View,Toronto, 43.781626,-79.335544,Toronto,237698,14000,Friday,6:50,6,50,AM,6:50,2020-07-10,July,2020,3rd,Yes,clear,daylight,dry,no control,1,24.6,2020-07-10T19:59,2020-07-10T04:45,0.0
2089,1,1,0,0,1,0,Toronto,SPANBRIDGE RD@LINKWOOD LANE,Mid-Block,Flemingdon Park,Toronto, 43.71229,-79.324458,Toronto,237698,14000,Friday,9:00,9,0,AM,9:00,2020-07-10,July,2020,3rd,Yes,clear,daylight,dry,stop sign,1,26.2,2020-07-10T19:59,2020-07-10T04:45,0.0
2090,1,0,0,0,1,0,Toronto,SPADINA AVE@FORT YORK BLVD,Mid-Block,Harbourfront-CityPlace,Toronto, 43.639853,-79.392726,Toronto,237698,14000,Saturday,18:54,18,54,PM,6:54,2020-07-11,July,2020,3rd,No,clear,daylight,wet,no control,1,25.9,2020-07-11T19:59,2020-07-11T04:47,0.1
